@relation mushroom

@attribute odor {almond,anise,creosote,fishy,foul,musty,none,pungent,spicy}
@attribute spore-print-color {black,brown,buff,chocolate,green,orange,purple,white,yellow}
@attribute cap-shape {bell,conical,convex,flat, knobbed,sunken}
@attribute class {poisonous, edible}

@data
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
none,brown,conical,edible
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
none,brown,conical,edible
none,brown,conical,edible
none,brown,conical,edible
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
none,black,conical,edible
foul,chocolate,convex,poisonous
none,brown,conical,edible
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
none,white,conical,edible
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
none,black,conical,edible
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
none,black,conical,edible
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
none,black,conical,edible
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
none,brown,conical,edible
none,brown,conical,edible
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
none,brown,conical,edible
fishy,white,convex,poisonous
none,brown,convex,edible
creosote,black,convex,poisonous
creosote,brown,convex,poisonous
fishy,white,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
none,brown,conical,edible
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
none,brown,conical,edible
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
creosote,black,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
none,white,conical,edible
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
none,white,conical,edible
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
none,white,conical,edible
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
none,brown,conical,edible
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
none,chocolate,convex,edible
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
spicy,white,convex,poisonous
foul,chocolate,conical,poisonous
none,white,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
none,black,conical,edible
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
none,white,convex,edible
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
none,white,bell,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
none,brown,conical,edible
fishy,white,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
none,black,conical,edible
none,white,convex,edible
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
none,chocolate,convex,edible
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
none,brown,conical,edible
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
none,black,conical,edible
foul,chocolate,conical,poisonous
none,white,convex,edible
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
none,black,conical,edible
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
fishy,white,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
creosote,black,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
none,black,conical,edible
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
none,brown,conical,edible
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
none,white,conical,edible
foul,chocolate,convex,poisonous
spicy,white,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
none,black,conical,edible
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
none,white,conical,edible
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
none,white,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
none,white,conical,edible
fishy,white,convex,poisonous
creosote,black,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
none,white,convex,edible
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
spicy,white,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
none,chocolate,convex,edible
none,white,conical,edible
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
none,green,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
none,brown,conical,edible
none,chocolate,convex,edible
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
none,brown,conical,edible
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
creosote,brown,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
fishy,white,convex,poisonous
none,white,conical,edible
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
creosote,black,convex,poisonous
foul,chocolate,conical,poisonous
none,black,conical,edible
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
none,black,conical,edible
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
none,chocolate,conical,edible
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
none,brown,conical,edible
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
none,white,conical,edible
none,chocolate,convex,edible
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
none,white,conical,edible
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
none,brown,conical,edible
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
creosote,black,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
none,green,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
none,chocolate,conical,edible
foul,chocolate,convex,poisonous
none,brown,conical,edible
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,white,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
none,brown,conical,edible
foul,chocolate,convex,poisonous
none,black,conical,edible
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
creosote,black,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
none,white,convex,edible
foul,chocolate,conical,poisonous
creosote,black,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
none,brown,conical,edible
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
none,brown,conical,edible
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
none,brown,conical,edible
foul,chocolate,convex,poisonous
foul,white,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
none,white,conical,edible
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
none,white,conical,edible
foul,chocolate,conical,poisonous
none,white,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
spicy,white,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
none,white,convex,edible
foul,chocolate,conical,poisonous
none,white,bell,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
none,white,conical,edible
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
none,white,conical,edible
creosote,brown,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
none,green,bell,poisonous
foul,chocolate,convex,poisonous
none,brown,conical,edible
none,green,bell,poisonous
none,white,conical,edible
foul,chocolate,convex,poisonous
none,white,conical,edible
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
none,white,conical,edible
none,white,conical,edible
none,white,conical,edible
foul,chocolate,convex,poisonous
none,brown,conical,edible
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,white,convex,poisonous
foul,chocolate,conical,poisonous
none,white,conical,edible
none,black,conical,edible
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
none,brown,conical,edible
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
none,green,bell,poisonous
foul,chocolate,conical,poisonous
foul,white,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
none,white,conical,edible
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
creosote,black,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
none,chocolate,convex,edible
none,chocolate,conical,edible
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
fishy,white,convex,poisonous
fishy,white,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
none,white,conical,edible
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
creosote,black,convex,poisonous
foul,chocolate,conical,poisonous
none,brown,conical,edible
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
none,white,conical,edible
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
none,white,convex,edible
none,white,convex,edible
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
spicy,white,convex,poisonous
none,white,conical,edible
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
none,white,conical,edible
none,white,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
none,white,conical,edible
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
none,white,conical,edible
none,white,convex,edible
none,white,conical,edible
none,green,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
none,chocolate,conical,edible
foul,chocolate,conical,poisonous
fishy,white,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
none,white,conical,edible
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
none,white,convex,edible
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,white,convex,poisonous
foul,chocolate,conical,poisonous
none,white,convex,poisonous
none,green,bell,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
none,chocolate,conical,edible
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
none,white,convex,edible
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
none,white,conical,edible
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
creosote,brown,convex,poisonous
foul,chocolate,conical,poisonous
none,chocolate,conical,edible
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
spicy,white,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,conical,poisonous
foul,chocolate,convex,poisonous
foul,chocolate,convex,poisonous
fishy,white,convex,poisonous
none,white,conical,edible
none,white,conical,edible
